box,folder_number,foldername_short,foldername_full,doc_id,filename,author,title,date,first_page,last_page,metadata_added_by,doc_type,recipients,cced,notes,metadata_specialist_notes,,,
1,8,rockefeller,Rockefeller Foundation,11,1_8_rockefeller_11,"Buchanan, Norman S.",Letter to P. M. Morse,1956-10-31,13,13,elena,letter,"Morse, Philip M.",unknown,Hand written note,,,,
1,8,rockefeller,Rockefeller Foundation,12,1_8_rockefeller_12,"Corbató, Fernando J. ",Letter to N. S. Buchanan,1956-11-29,14,15,elena,letter,"Buchanan, Norman S.","Floe, Carl F.; Morse, Philip M.; Piore, Emanuel R.",,,,,
1,8,rockefeller,Rockefeller Foundation,13,1_8_rockefeller_13,Rockefeller Foundation,Policy with Respect to Announcement of Grants,,16,16,elena,unknown,unknown,unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,14,1_8_rockefeller_14,"Buchanan, Norman S.",Letter to J. A. Stratton,1956-11-15,17,17,elena,letter,"Stratton, J. A.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,15,1_8_rockefeller_15,"Stratton, J. A.",Letter to N. S. Buchanan,1956-11-08,18,18,elena,letter,"Buchanan, Norman S.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,16,1_8_rockefeller_16,unknown,Memo to P. M. Morse,,19,19,elena,memo,"Morse, Philip M.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,17,1_8_rockefeller_17,unknown,Note for Buchanan to call Morse,,20,20,elena,note,unknown,unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,18,1_8_rockefeller_18,unknown,Note about Buchanan and Floe,,21,21,elena,note,unknown,unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,19,1_8_rockefeller_19,"Morse, Philip M.",Letter to N. S. Buchanan,1956-11-2,22,22,elena,letter,"Buchanan, Norman S.","Corbató, Fernando J. ",,,,,
1,8,rockefeller,Rockefeller Foundation,20,1_8_rockefeller_20,"Buchanan, Norman S.",Letter to P. M. Morse,1956-10-31,23,23,elena,letter,"Morse, Philip M.","Corbató, F. J.; Floe, unknown",Unsure if Floe (cced) is last or first name,,,,
1,8,rockefeller,Rockefeller Foundation,21,1_8_rockefeller_21,"Morse, Philip M.",Routing sheet,,24,24,elena,routing sheet,"Verzuh, F. M.; Corbató, F. J.; Arden, Dean",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,22,1_8_rockefeller_22,"Morse, Philip M.",Letter to N. S. Buchanan,1956-11-30,25,25,elena,letter,"Buchanan, Norman S.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,23,1_8_rockefeller_23,"Buchanan, Norman S.",Letter to P. M. Morse,1956-09-12,26,26,elena,letter,"Morse, Philip M.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,24,1_8_rockefeller_24,"Morse, Philip M.",Letter to N. S. Buchanan,1956-09-10,27,27,elena,letter,"Buchanan, Norman S.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,25,1_8_rockefeller_25,"Buchanan, Norman S.",Letter to P. M. Morse,1956-07-13,28,28,elena,letter,"Morse, Philip M.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,26,1_8_rockefeller_26,"Morse, Philip M.",Letter to N. S. Buchanan,1956-07-12,29,29,elena,letter,"Buchanan, Norman S.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,27,1_8_rockefeller_27,"Buchanan, Norman S.",Letter to P. M. Morse,1956-05-21,30,30,elena,letter,"Morse, Philip M.",unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,28,1_8_rockefeller_28,unknown,Application for a Grant for the Support of Machine Programming Staff for the Utilization of Electronic Computers in Social Science,,31,46,elena,application,unknown,unknown,Contains three appendicies,,,,
1,8,rockefeller,Rockefeller Foundation,29,1_8_rockefeller_29,"Morse, Philip M.",Memo to Institutional Representatives,1956-12-7,47,47,elena,memo,Institutional Representatives,unknown,,,,,
1,8,rockefeller,Rockefeller Foundation,30,1_8_rockefeller_30,unknown,The Support of Machine Programming of Staff for the Utilization of Electronic Computers in Social Science,,48,52,elena,application,unknown,unknown,final draft of doc 28,,,,
1,8,rockefeller,Rockefeller Foundation,31,1_8_rockefeller_31,unknown,temp,,53,57,elena,application,unknown,unknown,copy of doc 30,folder 1_8 finished,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",1,1_9_cc_proposal_history_1,MIT News Service,Computer to be installed at Massachusetts Institute of Technology,1955-12-11,2,5,Montse,press release,Sunday Newspapers,None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",2,1_9_cc_proposal_history_2,"Morse, Philip M.",Assistantships and Associateships in Machine Computation,1956-02-15,6,7,Montse,memo,Committee on Machine Computation,None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",3,1_9_cc_proposal_history_3,"Morse, Philip M.",Assistantships and Associateships in Machine Computation,1956-02-16,8,9,Montse,memo,Committee on Machine Computation,None,copy of doc 2,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",4,1_9_cc_proposal_history_4,"Hurd, Cuthbert. C",Letter to Carl F. Floe,1956-07-03,10,10,Montse,letter,"Floe, Carl F.","Morse, P. M; Hunter, G. T",,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",5,1_9_cc_proposal_history_5,"McCarthy, John",Letter to P. M. Morse,1956-07-23,11,11,Montse,letter,"Morse, Philip M.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",6,1_9_cc_proposal_history_6,unknown,Regisrants for I.B.M. 704 Course,,12,15,Montse,registration list,None,None,last page has written notes on recipients,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",7,1_9_cc_proposal_history_7,"Mettler, R. F.",Letter to P. M. Morse,1956-02-10,16,16,Montse,letter,"Morse, Philip M.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",8,1_9_cc_proposal_history_8,"Verzuh, Frank M.","""Purchased"" Time on the WW1 Computer during the six-month period July 1 - December 31, 1955",1956-01-09,17,17,Montse,memo,"Morse, Philip M.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",9,1_9_cc_proposal_history_9,"Verzuh, Frank M.",Purchased Time ,1956-01-10,18,21,Montse,financial breakdown,"Morse, Philip M.",None,"attachment to doc 8, but separate doc",,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",10,1_9_cc_proposal_history_10,"Verzuh, Frank M.",Purchased Time ,1956-01-11,22,25,Montse,financial breakdown,"Morse, Philip M.",None,copy of doc 9 (last 4 pages),,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",11,1_9_cc_proposal_history_11,"Cohen, Leon W.",Letter to P. M. Morse,1956-02-10,26,26,Montse,letter,"Morse, Philip M.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",12,1_9_cc_proposal_history_12,"Cohen, Leon W.",Letter to P. M. Morse,1956-01-27,27,27,Montse,letter,"Morse, Philip M.","Smith, Paul A.; National Research Council",,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",13,1_9_cc_proposal_history_13,unknown,List of Ideas for Research Projects,1956-01-30,28,30,Montse,staff meeting agenda,None,None,written notes on right margin; check marks on left margin,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",14,1_9_cc_proposal_history_14,"Cohen, Leon W.",Letter to P. M. Morse,1956-02-03,31,31,Montse,letter,"Morse, Philip M.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",15,1_9_cc_proposal_history_15,"Verzuh, Frank M.","ONR Usage of the WW1 Computer During the 6-Month Period July 1, - December 31, 1955",1956-01-27,32,37,Montse,memo,"Morse, Philip M.",None,first 2 pages are a memo; last 4 are a financial breakdown (similar to doc 8 and 9),,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",16,1_9_cc_proposal_history_16,"Verzuh, Frank M.","ONR Usage of the WW1 Computer During the 6-Month Period July 1, - December 31, 1956",1956-01-27,38,43,Montse,memo,"Morse, Philip M.",None,copy of doc 15,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",17,1_9_cc_proposal_history_17,"Morse, Philip M.; Verzuh, F. M.","Continuation of Contract N5or106001 beyond the current expiration date of April 30, and June 30, 1956, respectively.",1955-12-30,44,46,Montse,memo/budget,"Foster, F. Leroy",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",18,1_9_cc_proposal_history_18,"Morse, Philip M.; Verzuh, F. M.","Continuation of Contract N5or106001 beyond the current expiration date of April 30, and June 30, 1956, respectively.",1955-12-30,47,49,Montse,memo/budget,"Foster, F. Leroy",None,copy of doc 17,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",19,1_9_cc_proposal_history_19,"Morse, Philip M.",Proposal for Research into the Effects of Automatic Control and Machine Processing of Operating Data on Social and Industrial Operations,1955-11-15,50,51,Montse,research proposal,None,None,"""final draft, Nov.15 '55 PM. Morse"" written at the end",,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",20,1_9_cc_proposal_history_20,"Morse, Philip M.",Letter to T. J. Killian,1955-12-21,52,53,Montse,letter,"Killian, T. J.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",21,1_9_cc_proposal_history_21,"Morse, Philip M.",Letter to Leon Cohen,1955-12-19,54,54,Montse,letter,"Cohen, Leon W.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",22,1_9_cc_proposal_history_22,"Weyl, F. Joachim",Letter to P. M. Morse,1955-02-18,55,55,Montse,letter,"Morse, Philip M.",ONR,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",23,1_9_cc_proposal_history_23,unknown,List of Appointees for Comittee on Machine Methos of Computation,,56,56,Montse,list,None,"Morse, Philip M.; Corbató, Fernando J. ",,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",24,1_9_cc_proposal_history_24,"Adams, C. W.; Verzuh M., F.; Kern C., J.",Status of MIT's Educational Program in Automatic Computation,1954-06-01,57,65,Montse,memo/ subject list,Various Professors,None,written checks along subject numbers; two classes added with pencil,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",25,1_9_cc_proposal_history_25,"Arden, Dean N.",Letter to Sheldon F. Best,1956-02-14,66,66,Montse,letter,"Best, Sheldon F.","Morse, P. M; Verzuh, F. M.",,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",26,1_9_cc_proposal_history_26,"Morse, Philip M.; Verzuh, F. M.","Continuation of Contract N5or106001 beyond the current expiration date of April 30, and June 30, 1956, respectively.",1955-12-30,67,69,Montse,memo/budget,"Foster, F. Leroy",None,copy of doc 17,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",27,1_9_cc_proposal_history_27,"Merwin, M. L.; Corbató, Fernando J. ","Contract N5ori 06001, Task Order I; proposal for extension beyond current expiration date for the period 1 July 1954 through 30 June 1955",1953-01-29,70,71,Montse,contract,"Sage, Nathaniel M.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",28,1_9_cc_proposal_history_28,"Morse, Philip M.; Porter, J. D.",Continuation of Contract N5ori06001 beyond current expiration date for the period 1 July 1955 though 30 June 1956,1955-04-06,72,73,Montse,memo/budget,"Foster, F. Leroy",None,references doc 27,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",29,1_9_cc_proposal_history_29,"Morse, Philip M.",Letter to Joachim Weyl,1955-01-17,74,77,Montse,letter,"Weyl, F. Joachim",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",30,1_9_cc_proposal_history_30,Institute Comittee on Numerical Analysis and Machine Computation,Requirements for Electronic Computing Equipment for Training and for Educational Research at the Instritute,,78,84,Montse,report,Institute Administration,None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",31,1_9_cc_proposal_history_31,"Rubinow, Sol I.",Survey of MIT Computing Machines,1952-05-01,85,107,Montse,survey,None,"Corbató, Fernando J. ; Morse, Philip M.",day in date was not specified,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",32,1_9_cc_proposal_history_32,"Morse, Philip M.",Research Projects in Computing Techniques for the Computation Center,1955-12-01,108,110,Montse,memo,"Stratton, J. A.",None,day in date was not specified,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",33,1_9_cc_proposal_history_33,"Morse, Philip M.","Course Related to Computing Instruments at MIT, Past, Present, and Future",,111,115,Montse,memo,"Floe, Carl F.",None,rough draft,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",34,1_9_cc_proposal_history_34,"Morse, Philip M.","Proposed Computer Training and Research Center, Outline of Plans and Problems",1955-07-20,116,118,Montse,memo,"Killian, James R.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",35,1_9_cc_proposal_history_35,"Morse, Philip M.","High-Speed Computing Equipment for the Institute, a Proposal",1954-12-28,119,122,Montse,memo/proposal,"Stratton, J. A.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",36,1_9_cc_proposal_history_36,"Morse, Philip M.",Appendix A: List of Subjects Related to Automatic Computation,1954-12-28,123,123,Montse,course list,"Stratton, J. A.",None,doc 35 appendix,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",37,1_9_cc_proposal_history_37,"Morse, Philip M.","Appendix B: Machines Needed for Complete Computing Service Center, with Listing of Commercial Rental Rates, for Comparison or Values",1954-12-28,124,124,Montse,machine list and cost,"Stratton, J. A.",None,doc 35 appendix,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",38,1_9_cc_proposal_history_38,"Verzuh, Frank M.",MIT Digital Equipment Requirements,1954-12-01,125,134,Montse,report,None,None,has several interesting lists,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",39,1_9_cc_proposal_history_39,"Killian, J. R.",Letter to Thomas Watson,1955-06-02,135,135,Montse,letter,"Watson, Thomas J.","Stratton, J. A.; Cochrane, E. L.; Morse, Philip M.",COPY is printed in red top right,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",40,1_9_cc_proposal_history_40,unknown,Template Letter for Presidents of Other Universities ,,136,137,Montse,letter,None,None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",41,1_9_cc_proposal_history_41,"Morse, Philip M.","Proposed Computer Training and Research Center, Outline of Plans and Problems",1955-07-20,138,140,Montse,memo,"Killian, James R.",None,copy of doc 34,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",42,1_9_cc_proposal_history_42,"Morse, Philip M.","High-Speed Computing Equipment for the Institute, a Proposal",1954-12-28,141,146,Montse,memo,"Stratton, J. A.",None,"copy of doc 35, 36, 37",,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",43,1_9_cc_proposal_history_43,"Verzuh, Frank M.",Operational Aspects of Present MIT Computing Facilities,1954-03-01,147,154,Montse,report,None,None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",44,1_9_cc_proposal_history_44,"Morse, Philip M.; Verzuh, F. M.","Continuation of Contract N5ori06001 beyond current expiration date of April 30, and June 30, 1956, respectively",1955-12-30,155,157,Montse,memo,"Foster, F. Leroy",None,copy of doc 17,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",45,1_9_cc_proposal_history_45,"Stratton, J. A.",Letter to P. M. Morse,1955-01-25,158,158,Montse,letter,"Morse, P. M.",None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",46,1_9_cc_proposal_history_46,"Morse, Philip M.","High-Speed Computing Equipment for the Institute, a Proposal",1954-12-28,159,164,Montse,memo,"Stratton, J. A.",None,"copy of doc 35, 36, 37",,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",47,1_9_cc_proposal_history_47,"Morse, Philip M.","High-Speed Computing Equipment for the Institute, a Proposal",1954-12-28,165,168,Montse,memo,"Stratton, J. A.",None,copy of doc 35,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",48,1_9_cc_proposal_history_48,unknown,I.B.M. - M.I.T. Contracts for a Computing Center (Notes for Discussion),1955-10-25,169,173,Montse,contract,None,None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",49,1_9_cc_proposal_history_49,"Unknown, Jane",Memo to Professor Morse,,174,174,Montse,memo,"Morse, Philip M.",None,mentions edit for doc 50,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",50,1_9_cc_proposal_history_50,"Morse, Philip M.","Courses Related to Computing Instruments at M.I.T., Past, Present, and Future",,175,179,Montse,memo,"Floe, Carl F.",None,rough draft,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",51,1_9_cc_proposal_history_51,"Morse, Philip M.","Courses Related to Computing Instruments at M.I.T., Past, Present, and Future",,180,185,Montse,memo,"Floe, Carl F.",None,handwritten rough draft,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",52,1_9_cc_proposal_history_52,unknown,MIT Computation Center,1955-11-22,186,188,Montse,floor plan,None,None,,,,,
1,9,cc_proposal_history,"Computation Center, history of proposals for 1955-1956",53,1_9_cc_proposal_history_53,IBM,Building Agreement,1956-01-20,189,192,Montse,contract,MIT,None,draft (corrections by C.F.F.),,,,
1,10,architecture,Computation Center: architecture & space,1,1_10_architecture_1,"Verzuh, Frank M.",Letter to C. M. F. Peterson,1957-04-04,1,1,elena,letter,"Peterson, C. M. F.","Floe, C. F.; Morse, Philip M.",,,,,
1,10,architecture,Computation Center: architecture & space,2,1_10_architecture_2,"Verzuh, Frank M.",Letter to W. Kavanaugh,1957-03-13,2,2,elena,letter,"Kavanaugh, William","Morse, Philip M.; Peterson, C. M. F.; Hunter, G. Truman",,,,,
1,10,architecture,Computation Center: architecture & space,3,1_10_architecture_3,"Verzuh, Frank M.",Letter to R. C. Collins,1957-03-13,3,3,elena,letter,"Collins, R. C.","Morse, Philip M.",,,,,
1,10,architecture,Computation Center: architecture & space,4,1_10_architecture_4,"Labate, Samuel",Letter to F. C. Gans,1957-01-11,4,4,elena,letter,"Gans, Frederick C.","Peterson, C. M. F.; Morse, Philip M.",,,,,
1,10,architecture,Computation Center: architecture & space,5,1_10_architecture_5,"Verzuh, Frank M.",Letter to P. M. Morse,1956-11-16,5,5,elena,letter,"Morse, Philip M.",unknown,,,,,
1,10,architecture,Computation Center: architecture & space,6,1_10_architecture_6,unknown,M.I.T. Computation Center First Floor,1956-11-12,6,6,elena,floor plan,unknown,unknown,,,,,
1,10,architecture,Computation Center: architecture & space,7,1_10_architecture_7,"MacKinnon, J. C.; Peterson, C. M. F.",Letter to P. M. Morse,1956-08-10,7,7,elena,letter,"Morse, Philip M.","Cusick, Paul V.; Kispert, M. G.; Verzuh, F. M.; Wells, W. D.",,,,,
1,10,architecture,Computation Center: architecture & space,8,1_10_architecture_8,"Verzuh, Frank M.",Letter to F. C. Gans,1956-10-16,8,8,elena,letter,"Gans, Frederick C.","Morse, Philip M.; Peterson, C. M. F.; Hunter, G. Truman",,,,,
1,10,architecture,Computation Center: architecture & space,9,1_10_architecture_9,"Verzuh, Frank M.",Letter to J. Greenstadt,1956-10-02,9,9,elena,letter,"Greenstadt, John","Morse, Philip M.; Hunter, G. Truman",,,,,
1,10,architecture,Computation Center: architecture & space,10,1_10_architecture_10,"Verzuh, Frank M.",Letter to J. Greenstadt,1956-10-02,10,10,elena,letter,"Greenstadt, John","Morse, Philip M.; Hunter, G. Truman",Same as doc above,,,,
1,10,architecture,Computation Center: architecture & space,11,1_10_architecture_11,"Verzuh, Frank M.",Letter to W. Ware,1956-09-19,11,11,elena,letter,"Ware, Willis","Morse, Philip M.",,,,,
1,10,architecture,Computation Center: architecture & space,12,1_10_architecture_12,"Verzuh, Frank M.",Letter to W. J. Kelly,1956-09-18,12,12,elena,letter,"Kelly, W. J.","Morse, Philip M.; Hunter, G. Truman",,,,,
1,10,architecture,Computation Center: architecture & space,13,1_10_architecture_13,"Verzuh, Frank M.",Letter to P. M. Morse,1956-07-30,13,13,elena,letter,"Morse, Philip M.",unknown,,,,,
1,10,architecture,Computation Center: architecture & space,14,1_10_architecture_14,"Verzuh, Frank M.",Trip Report on I.B.M. Corporation,1956-07-26,14,19,elena,report,unknown,unknown,,,,,
1,10,architecture,Computation Center: architecture & space,15,1_10_architecture_15,"Hunter, G. Truman",Letter to P. M. Morse,1956-04-27,20,21,elena,letter,"Morse, Philip M.","Verzuh, F. M.",,,,,
1,10,architecture,Computation Center: architecture & space,16,1_10_architecture_16,"Verzuh, Frank M.",Letter to G. T. Hunter,1956-04-05,22,22,elena,letter,"Hunter, G. Truman","Morse, Philip M.",,,,,
1,10,architecture,Computation Center: architecture & space,17,1_10_architecture_17,"Harber, S.",Minutes for meeting between K.T. Compton Labs and MIT,1956-03-29,23,24,elena,minutes,"Cans, F. C.","Floe, Carl F.; Morse, Philip M.; Corbató, F. J.; Snyder, J. J.; Cusick, Paul V.",Author cced himself; folder 1_10 finished,,,,
1,11,cc_budget_mit,"Computation Center: budget, MIT. 1957",1,1_11_cc_budget_mit_1,"Verzuh, Frank M.",Letter to Philip M. Morse,1957-01-28,2,2,samantha,letter,"Morse, Philip M.",unknown,First doc in folder 1_11,,,,
1,11,cc_budget_mit,"Computation Center: budget, MIT. 1957",2,1_11_cc_budget_mit_2,"Verzuh, Frank M.",Memo to P. V. Cusick,1957-01-22,3,5,samantha,memo,"Hazen, Harold L.; Sherwood, T. K.; Stratton, J. A.; Tucker, C. E.; Sage, Nathaniel M.; Cusick, Paul V.; Coleman, A.; Verzuh, F. M.",unknown,,,,,
1,11,cc_budget_mit,"Computation Center: budget, MIT. 1957",3,1_11_cc_budget_mit_3,"Verzuh, Frank M.",Memo to P. V. Cusick,1956-11-27,6,8,samantha,memo,"Cusick, Paul V.",unknown,,,,,
1,11,cc_budget_mit,"Computation Center: budget, MIT. 1957",4,1_11_cc_budget_mit_4,"Slater, John C.",Letter to F. M. Verzuh,1957-05-10,9,9,samantha,letter,"Verzuh, F. M.","Miller, S.; Roseman, Jack; Solomita, M.; Morse, Philip M.",Last doc in folder 1_11,,,,
1,12,cc_budget_nsf,"Computation Center: budget, NSF, Rockefeller. 1956",1,1_12_cc_budget_nsf_1,National Science Foundation,Routed NSF Press Releases,,2,7,maritza,press releases,"Verzuh, F. M.; Arden, Dean N.; Corbató, F. J.; Morse, Philip M.",unknown,press releases with routing sheet,,,,
1,12,cc_budget_nsf,"Computation Center: budget, NSF, Rockefeller. 1956",2,1_12_cc_budget_nsf_2,MIT Computation Center,Application for NSF Funding,,8,16,maritza,application,National Science Foundation,unknown,folder 1_12 finished,,,,
1,14,cc_dedication,"Computation Center: dedication, June 10, 1957. 1957 June 10",1,1_14_cc_dedication_1,"Morse, Philip M.",Letter to J. G. Kelso,1957-04-09,2,4,maritza,letter,"Kelso, J. G.",unknown,,,,,
1,14,cc_dedication,"Computation Center: dedication, June 10, 1957. 1957 June 10",2,1_14_cc_dedication_2,MIT Computation Center,Program for the Pre-Dedication of the Computation Center,,5,6,maritza,program,unknown,unknown,,,,,
1,14,cc_dedication,"Computation Center: dedication, June 10, 1957. 1957 June 10",3,1_14_cc_dedication_3,"Morse, Philip M.",Invitation to the Pre-Dedication of the Computation Center Letter Template,,7,8,maritza,invitation template,unknown,unknown,,,,,
1,14,cc_dedication,"Computation Center: dedication, June 10, 1957. 1957 June 10",4,1_14_cc_dedication_4,unknown,Invitation List for the Pre-Dedication of the Computation Center,,9,10,maritza,list,unknown,unknown,,,,,
1,14,cc_dedication,"Computation Center: dedication, June 10, 1957. 1957 June 10",5,1_14_cc_dedication_5,unknown,Notes on Computation Center,,11,12,maritza,note,unknown,unknown,folder 1_14 finished,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,1,1_15_cc_equip_1,"Verzuh, Frank M.",Letter to Miss Olson,1957-06-24,2,3,maritza,letter,"Olson, unknown","Morse, Philip M.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,2,1_15_cc_equip_2,"Verzuh, Frank M.",Letter to Miss Olson,1957-06-14,4,4,maritza,letter,"Olson, unknown",unknown,,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,3,1_15_cc_equip_3,"Verzuh, Frank M.",Letter to Sir,1957-06-13,5,5,maritza,letter,unknown,unknown,"letter is sent to the same room with the same job title as the later letters to Miss Olson, likely to be the first letter sent",,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,4,1_15_cc_equip_4,"Verzuh, Frank M.",Letter to J. F. Blackburn,1957-06-17,6,7,maritza,letter,"Blackburn, Jacob F.","Cusick, Paul V.; Floe, Carl F.; Morse, Philip M.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,5,1_15_cc_equip_5,"Verzuh, Frank M.",Letter to William Mackintosh,1957-05-31,8,10,maritza,letter,"Mackintosh, William","Morse, Philip M.;Morrice, unknown; Tucker, C. E.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,6,1_15_cc_equip_6,"Morse, Philip M.",Memo to F. M. Verzuh,1957-04-17,11,11,maritza,memo,"Verzuh, Frank M.",unknown,,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,7,1_15_cc_equip_7,"Hunter, G. Truman",Piece of Letter to P. L. Hunter,1957-02-14,12,12,maritza,letter,"Hunter, P. L.","DeCarlo, Charles R.; Morse, Philip M.; Verzuh, F. M.",appears to be only part of a letter,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,8,1_15_cc_equip_8,"Verzuh, Frank M.",Letter to P. V. Cusick,1957-02-14,13,14,maritza,letter,"Cusick, Paul V.","McClelland, W. F.; Hamlen, W. T.; Morse, Philip M.; Corbató, Fernando J. ; Shader, M. A.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,9,1_15_cc_equip_9,"Hunter, G. Truman",Letter to F. M. Verzuh,1957-02-12,15,15,maritza,letter,"Verzuh, F. M.","Morse, Philip M.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,10,1_15_cc_equip_10,"Verzuh, Frank M.",Letter to Richard Winne,1957-02-08,16,16,maritza,letter,"Winne, Richard","Travato, G.; Morse, Philip M.; Peterson, C. M. F.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,11,1_15_cc_equip_11,"Verzuh, Frank M.",Letter to George Travato,1957-02-07,17,18,maritza,letter,"Travato, George","Morse, Philip M.; Peterson, C. M. F.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,12,1_15_cc_equip_12,"Hunter, G. Truman",Letter to F. M. Verzuh,1957-01-28,19,19,maritza,letter,"Verzuh, F. M.","Morse, Philip M.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,13,1_15_cc_equip_13,"Verzuh, Frank M.",Letter to P. L. Hunter,1957-01-25,20,20,maritza,letter ,"Hunter, P. L.","Morse, Philip M.; Cusick, Paul V.; Hunter, G. Truman",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,14,1_15_cc_equip_14,"Verzuh, Frank M.",Letter to P. V. Cusick,1957-01-18,21,23,maritza,letter,"Cusick, Paul V.","Morse, Philip M.",,,,,
1,15,cc_equip,Computation Center: equipment. 1956-1957,15,1_15_cc_equip_15,"Verzuh, Frank M.",Letter to G. T. Hunter,1957-01-14,24,24,maritza,letter,"Hunter, G. Truman","Morse, Philip M.",,,,,
