box,folder_number,foldername_short,foldername_full,doc_id,filename,author,title,date,first_page,last_page,metadata_added_by,doc_type,recipients,cced,notes,metadata_specialist_notes
1,3,statistical_service_center,Statistical Services Center. 1952-1955,25,1_3_statistical_service_center_25,Office of Statistical Services,Statistical Services 2935 Account,1955-04-15,75,75,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,26,1_3_statistical_service_center_26,Office of Statistical Services,Statistical Services 2935 Account,1955-03-11,76,76,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,27,1_3_statistical_service_center_27,Office of Statistical Services,Statistical Services 2935 Account,1955-03-14,77,77,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,28,1_3_statistical_service_center_28,Office of Statistical Services,Statistical Services 2935 Account,1955-03-18,78,78,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,29,1_3_statistical_service_center_29,Office of Statistical Services,Statistical Services 2935 Account,1955-03-11,79,79,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,30,1_3_statistical_service_center_30,Office of Statistical Services,Statistical Services 2935 Account,1955-02-18,80,80,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,31,1_3_statistical_service_center_31,Office of Statistical Services,Statistical Services 2935 Account,1955-02-10,81,81,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,32,1_3_statistical_service_center_32,Office of Statistical Services,Statistical Services 2935 Account,1955-02-10,82,82,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,33,1_3_statistical_service_center_33,Office of Statistical Services,Statistical Services 2935 Account,1955-01-13,83,83,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,34,1_3_statistical_service_center_34,Office of Statistical Services,Statistical Services 2935 Account,1955-01-10,84,84,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,35,1_3_statistical_service_center_35,Office of Statistical Services,Statistical Services 2935 Account,1954-11-17,85,85,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,36,1_3_statistical_service_center_36,Office of Statistical Services,Statistical Services 2935 Account,1954-12-14,86,86,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,37,1_3_statistical_service_center_37,Office of Statistical Services,Statistical Services 2935 Account,1954-12-09,87,87,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,38,1_3_statistical_service_center_38,Office of Statistical Services,List of Requests for RDA Components,,88,88,stephan,list,unknown,unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,39,1_3_statistical_service_center_39,Office of Statistical Services,Statistical Services 2935 Account,1954-12-14,89,89,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,40,1_3_statistical_service_center_40,Office of Statistical Services,Statistical Services 2935 Account,1954-12-09,90,90,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,41,1_3_statistical_service_center_41,Office of Statistical Services,Statistical Services 2935 Account,1954-11-16,91,91,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,42,1_3_statistical_service_center_42,Office of Statistical Services,Statistical Services 2935 Account,1954-11-16,92,92,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,43,1_3_statistical_service_center_43,Office of Statistical Services,Statistical Services 2935 Account,1954-09-24,93,93,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,44,1_3_statistical_service_center_44,Office of Statistical Services,Statistical Services 2935 Account,1955-01-10,94,94,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,45,1_3_statistical_service_center_45,Office of Statistical Services,Statistical Services 2935 Account,1954-09-24,95,95,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,46,1_3_statistical_service_center_46,Office of Statistical Services,Statistical Services 2935 Account,1954-09-17,96,96,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,47,1_3_statistical_service_center_47,Office of Statistical Services,Statistical Services 2935 Account,1954-11-17,97,97,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,48,1_3_statistical_service_center_48,Office of Statistical Services,Statistical Services 2935 Account,1954-10-18,98,98,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,49,1_3_statistical_service_center_49,Office of Statistical Services,Statistical Services 2935 Account,1954-10-18,99,99,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,50,1_3_statistical_service_center_50,Office of Statistical Services,Statistical Services 2935 Account,1954-09-24,100,100,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,51,1_3_statistical_service_center_51,Office of Statistical Services,Statistical Services 2935 Account,1954-09-24,101,101,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,52,1_3_statistical_service_center_52,Office of Statistical Services,Statistical Services 2935 Account,1954-04-15,102,106,stephan,invoice,"Morse, Philip M.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,53,1_3_statistical_service_center_53,"Little, J. A.",Rate Structure for the Card Programmed Calculator,1953-11-06,107,108,stephan,memo,"Foster, F. L.; Morse, Philip M.; Sawyer, H. A.; Seifert, W. W.; Whitman, B.; Verzuh, F. M.;",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,54,1_3_statistical_service_center_54,"Verzuh, F. M.",Meeting on CPC Rate Structure for Fiscal 53-54,1953-10-26,108,112,stephan,memo,"Foster, F. L.; Morse, Philip M.;Little, J. A.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,55,1_3_statistical_service_center_55,"Little, J. A.","C. P. C. Operation Meeting of October 22, 1953",1953-10-26,113,114,stephan,memo,unknown,unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,56,1_3_statistical_service_center_56,unknown,Financial Summary of CPC Operation,,115,118,stephan,"table; report, financial",unknown,unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,57,1_3_statistical_service_center_57,"Ryder, F. C.",Contract AF19(122)-58,1953-06-19,119,119,stephan,memo,"Commanding General, Air Force Cambridge Research Center","Morse, Philip M.; Verzuh, F. M.",,unclear who the commanding general was.
1,3,statistical_service_center,Statistical Services Center. 1952-1955,58,1_3_statistical_service_center_58,"Verzuh, F. M.",Report concerning machine usage,1953-06-16,120,120,stephan,memo,"Boyd, H. R.; Foster, F. L.; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Watriss, F. W.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,59,1_3_statistical_service_center_59,"Verzuh, F. M.",Report concerning machine usage,1953-04-30,121,122,stephan,memo,"Boyd, H. R.; Foster, F. L.; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Watriss, F. W.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,60,1_3_statistical_service_center_60,"Verzuh, F. M.","Analysis of the Operation of the Card Programmed Calculator during period December, 1952 through April, 1953",1953-05-22,123,127,stephan,memo,"Foster, F. L.; Little, J. A.",unknown,,
1,3,statistical_service_center,Statistical Services Center. 1952-1955,61,1_3_statistical_service_center_61,"Verzuh, F. M.",Report concerning machine usage,1953-05-21,128,129,stephan,memo,"Boyd, H. R.; Foster, F. L.; Little, J. A.; Morse, Philip M.; Sawyer, H. A.; Watriss, F. W.",unknown,,folder 1_3 finished
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1956,1,1_4_correspondence_whirlwind_1,unknown,Credit Allowance for Computation Hours,,1,2,keith,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1957,2,1_4_correspondence_whirlwind_2,unknown,Credit Purchase Order for Computation Hours,,3,3,keith,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1958,3,1_4_correspondence_whirlwind_3,"Weyl, F. J.",Letter to P. M. Morse,1954-07-08,4,6,keith,letter,"Morse, Philip M.","Adams, C.W.; ONR/Boston",,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1959,4,1_4_correspondence_whirlwind_4,"Verzuh, F. M.",Letter to P. M. Morse,1956-06-12,7,7,keith,letter,"Morse, Philip M.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1960,5,1_4_correspondence_whirlwind_5,"Verzuh, F. M.",Memo concerning purchased time on Whirlwind,1956-01-09,8,16,keith,memo,"Morse, Philip M.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1961,6,1_4_correspondence_whirlwind_6,"Verzuh, F. M.",Memo concerning ONR usade of Whirlwind,1956-01-27,17,22,keith,memo,"Morse, Philip M.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1962,7,1_4_correspondence_whirlwind_7,"Foster, F. L.",Letter to P. M. Morse,1955-03-25,23,26,keith,letter,"Morse, Philip M.; Porter, J. D.; Crane, T. J.; Wise, A. J.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1963,8,1_4_correspondence_whirlwind_8,"Rigby, Fred D.",Letter to P. M. Morse,1959-06-15,27,27,keith,letter,"Morse, Philip M.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1964,9,1_4_correspondence_whirlwind_9,"Morse, Philip M. ",Letter to F. J. Weyl,1955-01-17,28,31,keith,letter,"Weyl, F. J.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1965,10,1_4_correspondence_whirlwind_10,"Rankin, Bayard; Porter, Jack D.",Letter to P. M. Morse,1955-05-26,32,34,keith,letter,"Morse, Philip M.; Foster, F. L.",unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1966,11,1_4_correspondence_whirlwind_11,unknown,Scientific and Engineering Applications Problems,,35,50,keith,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1967,12,1_4_correspondence_whirlwind_12,unknown,Summary of Whirlwind Independent Operations,,51,54,keith,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1968,13,1_4_correspondence_whirlwind_13,unknown,ONR Sponsored Problems for 1954,,55,55,keith,list,unknown,unknown,,
1,4,correspondence_whirlwind,Correspondence relating to Whirlwind and Machine Project. 1954-1969,14,1_4_correspondence_whirlwind_14,unknown,Appendix A and C,,56,57,keith,list,unknown,unknown,"Handwriten, pages 1-6 and 8 are missing",
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1956 ,1,1_6_nsf_proposal_1,"Morse, Philip. M",Letter to L. Cohen,1956-04-03,1,1,carol,letter,"Cohen, L.",unknown,,document is two pages but second page has not been scanned
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1957,2,1_6_nsf_proposal_2,"Cohen, Leon W.",Letter to P. Morse,1956-03-27,2,2,carol,letter,"Morse, Philip M.","Weyl, F. M.; ONR",,
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1958,3,1_6_nsf_proposal_3,"Beckley, L. E.",Letter to D. P. Jones,1956-03-14,3,3,carol,letter,"Jones, Dorothy P.","Morse, Philip M.",,
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1959,4,1_6_nsf_proposal_4,"Weyi, F. Joachim",Letter to L. Beckley,1956-03-05,4,4,carol,letter,"Beckley, L. E.",unknown,,
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1960,5,1_6_nsf_proposal_5,"Jones, Dorothy P.",Letter to L. Beckley,1956-02-28,5,5,carol,letter,"Beckley, L. E.","Morse, Philip M.",,
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1961,6,1_6_nsf_proposal_6,"Owens, Robert H.",Letter to L. Beckley,1956-02-27,6,6,carol,letter,"Beckley, L. E.","Morse, Philip M.",,
1,6,nsf_proposal,Proposal to National Science Foundation (NSF) and Office of Naval Research (ONR). 1962,7,1_6_nsf_proposal_7,"Beckley, L. E.",Letter to ONR,1956-02-23,7,7,carol,letter,ONR,"Morse, Philip M.",,
1,7,nsf_cor,NSF Correspondence,1,1_7_nsf_cor_1,"Morse, Philip M.",Letter to Raymond Seeger,1959-02-25,1,1,assel,letter,"Seeger, Raymond","Verzuh, F. M.",,
1,7,nsf_cor,NSF Correspondence,2,1_7_nsf_cor_2,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1958",,2,4,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,3,1_7_nsf_cor_3,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1959",,5,7,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,4,1_7_nsf_cor_4,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1960",,8,10,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,5,1_7_nsf_cor_5,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1961",,11,13,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,6,1_7_nsf_cor_6,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1962",,14,16,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,7,1_7_nsf_cor_7,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1958",,17,25,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,8,1_7_nsf_cor_8,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1958",,26,34,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,9,1_7_nsf_cor_9,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1958",,35,43,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,10,1_7_nsf_cor_10,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1958",,44,52,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,11,1_7_nsf_cor_11,"Morse, Philip M. ","Proposal for Extension of NSF Grant No. NSFG2940 to June 30, 1959",,53,61,assel,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,12,1_7_nsf_cor_12,"Morse, Philip M. ",Letter to R. P. Webber,1957-04-02,62,62,carol,letter,"Webber, R. P.",unknown,,
1,7,nsf_cor,NSF Correspondence,13,1_7_nsf_cor_13,"Morse, Philip M.",Letter to L. Cohen,1957-04-03,63,63,carol,letter,"Cohen, L.",unknown,,
1,7,nsf_cor,NSF Correspondence,14,1_7_nsf_cor_14,"Morse, Philip M.",Letter to L. Cohen,1957-03-13,64,64,carol,letter,"Cohen, L.",unknown,,
1,7,nsf_cor,NSF Correspondence,15,1_7_nsf_cor_15,"Sunderlin, C. E.",Letter to J. R. Killian,1956-09-10,65,65,carol,letter,"Killian, J. R.",unknown,,
1,7,nsf_cor,NSF Correspondence,16,1_7_nsf_cor_16,unknown,Digital Computer Operation and Utilization Proposal,,66,74,carol,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,17,1_7_nsf_cor_17,"Morse, Philip M.",Proposal for Extension of NSF Grant No. NSF G2940,,75,83,carol,proposal,unknown,unknown,,
1,7,nsf_cor,NSF Correspondence,18,1_7_nsf_cor_18,"Verzuh, F. M.",Material for National Science Foundation Proposal,1956-02-15,84,85,carol,memo,"Morse, Philip M.",unknown,,
1,7,nsf_cor,NSF Correspondence,19,1_7_nsf_cor_19,"Verzuh, F. M.",Material for National Science Foundation Proposal,1956-02-15,86,87,carol,memo,"Morse, Philip M.",unknown,,
1,7,nsf_cor,NSF Correspondence,20,1_7_nsf_cor_20,"Verzuh, F. M.",Material for National Science Foundation Proposal,1956-02-15,88,89,carol,memo,"Morse, Philip M.",unknown,,
1,7,nsf_cor,NSF Correspondence,21,1_7_nsf_cor_21,"Morse, Philip M.",Assistantships and Associateships in Machine Computation,1956-02-15,90,91,carol,memo,Committee on Machine Computation,unknown,,
1,8,rockefeller,Rockefeller Foundation,1,1_8_rockefeller_1,"Morse, Philip M.",Letter to Director of Division of Social Sciences,1959-02-25,2,2,elena,letter,"Director, Division of Social Sciences","Verzuh, F. M.",,
1,8,rockefeller,Rockefeller Foundation,2,1_8_rockefeller_2,"Morse, Philip M. ",Letter to D. Rusk,1957-11-20,3,3,elena,letter,"Rusk, Dean",LWH,,
1,8,rockefeller,Rockefeller Foundation,3,1_8_rockefeller_3,"Rusk, Dean",Letter to P. M. Morse,1957-11-14,4,4,elena,letter,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,4,1_8_rockefeller_4,"McKinley, Erskine W.",Letter to P. M. Morse,1957-06-21,5,5,elena,letter,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,5,1_8_rockefeller_5,"Morse, Philip M.",Letter to N. S. Buchanan,,6,6,elena,letter,"Buchanan, Norman S.",unknown,,
1,8,rockefeller,Rockefeller Foundation,6,1_8_rockefeller_6,"Morse, Philip M.",Letter to W. C. Cobb,1957-6-4,7,7,elena,letter,"Cobb, William C.",unknown,,
1,8,rockefeller,Rockefeller Foundation,7,1_8_rockefeller_7,"Cobb, William C.",Letter to P. M. Morse,1957-5-23,8,8,elena,letter,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,8,1_8_rockefeller_8,"Morse, Philip M.",Letter to W. C. Cobb,1957-5-14,9,9,elena,letter,"Cobb, William C.",unknown,,
1,8,rockefeller,Rockefeller Foundation,9,1_8_rockefeller_9,"Cobb, William C.",Letter to P. M. Morse,1957-2-15,10,10,elena,letter,"Morse, Philip M.",unknown,Hand written note 1957-5-7 about Verzuh,
1,8,rockefeller,Rockefeller Foundation,10,1_8_rockefeller_10,"Rhind, Flora M.",Letter to Chancellor Stratton,1956-12-6,11,12,elena,letter,"Stratton, J. A.","Morse, Philip M.",,
1,8,rockefeller,Rockefeller Foundation,11,1_8_rockefeller_11,"Buchanan, Norman S.",Letter to P. M. Morse,1956-10-31,13,13,elena,letter,"Morse, Philip M.",unknown,Hand written note,
1,8,rockefeller,Rockefeller Foundation,12,1_8_rockefeller_12,"Corbato, F. J.",Letter to N. S. Buchanan,1956-11-29,14,15,elena,letter,"Buchanan, Norman S.",Morse Philip M.; Orcutt G. H.,,
1,8,rockefeller,Rockefeller Foundation,13,1_8_rockefeller_13,Rockefeller Foundation,Policy with Respect to Announcement of Grants,,16,16,elena,unknown,unknown,unknown,,
1,8,rockefeller,Rockefeller Foundation,14,1_8_rockefeller_14,"Buchanan, Norman S.",Letter to J. A. Stratton,1956-11-15,17,17,elena,letter,"Stratton, J. A.",unknown,,
1,8,rockefeller,Rockefeller Foundation,15,1_8_rockefeller_15,"Stratton, J. A.",Letter to N. S. Buchanan,1956-11-08,18,18,elena,letter,"Buchanan, Norman S.",unknown,,
1,8,rockefeller,Rockefeller Foundation,16,1_8_rockefeller_16,unknown,Memo to P. M. Morse,,19,19,elena,memo,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,17,1_8_rockefeller_17,unknown,Note for Buchanan to call Morse,,20,20,elena,note,unknown,unknown,,
1,8,rockefeller,Rockefeller Foundation,18,1_8_rockefeller_18,unknown,Note about Buchanan and Floe,,21,21,elena,note,unknown,unknown,,
1,8,rockefeller,Rockefeller Foundation,19,1_8_rockefeller_19,"Morse, Philip M.",Letter to N. S. Buchanan,1956-11-2,22,22,elena,letter,"Buchanan, Norman S.","Corbato, F. J.",,
1,8,rockefeller,Rockefeller Foundation,20,1_8_rockefeller_20,"Buchanan, Norman S.",Letter to P. M. Morse,1956-10-31,23,23,elena,letter,"Morse, Philip M.","Corbato, F. J.; Floe, Unknown",Unsure if Floe (cced) is last or first name,
1,8,rockefeller,Rockefeller Foundation,21,1_8_rockefeller_21,"Morse, Philip M.",Routing sheet,,24,24,elena,routing sheet,"Verzuh, F. M.; Corbato, F. J.; Arden, Dean",unknown,,
1,8,rockefeller,Rockefeller Foundation,22,1_8_rockefeller_22,"Morse, Philip M.",Letter to N. S. Buchanan,1956-11-30,25,25,elena,letter,"Buchanan, Norman S.",unknown,,
1,8,rockefeller,Rockefeller Foundation,23,1_8_rockefeller_23,"Buchanan, Norman S.",Letter to P. M. Morse,1956-09-12,26,26,elena,letter,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,24,1_8_rockefeller_24,"Morse, Philip M.",Letter to N. S. Buchanan,1956-09-10,27,27,elena,letter,"Buchanan, Norman S.",unknown,,
1,8,rockefeller,Rockefeller Foundation,25,1_8_rockefeller_25,"Buchanan, Norman S.",Letter to P. M. Morse,1956-07-13,28,28,elena,letter,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,26,1_8_rockefeller_26,"Morse, Philip M.",Letter to N. S. Buchanan,1956-07-12,29,29,elena,letter,"Buchanan, Norman S.",unknown,,
1,8,rockefeller,Rockefeller Foundation,27,1_8_rockefeller_27,"Buchanan, Norman S.",Letter to P. M. Morse,1956-05-21,30,30,elena,letter,"Morse, Philip M.",unknown,,
1,8,rockefeller,Rockefeller Foundation,28,1_8_rockefeller_28,unknown,Application for a Grant for the Support of Machine Programming Staff for the Utilization of Electronic Computers in Social Science,,31,46,elena,application,unknown,unknown,Contains three appendicies,
1,8,rockefeller,Rockefeller Foundation,29,1_8_rockefeller_29,"Morse, Philip M.",Memo to Institutional Representatives,1956-12-7,47,47,elena,memo,Institutional Representatives,unknown,,
1,8,rockefeller,Rockefeller Foundation,30,1_8_rockefeller_30,unknown,The Support of Machine Programming of Staff for the Utilization of Electronic Computers in Social Science,,48,52,elena,application,unknown,unknown,final draft of doc 28,
1,8,rockefeller,Rockefeller Foundation,31,1_8_rockefeller_31,unknown,temp,,53,57,elena,application,unknown,unknown,copy of doc 30,folder 1_8 finished
1,9,proposal_history,"Computation Center, history of proposals for 1955-1956",1,1_9_proposal_history_1,News Service MIT,Computer to be installed at Massachusetts Institute of Technology,1955-12-11,2,5,Montse,press release,Sunday Newspapers,None,,
1,9,proposal_history,"Computation Center, history of proposals for 1955-1956",2,1_9_proposal_history_2,"Morse, Phillip M.",Assistantships and Associateships in Machine Computation,1956-02-15,6,7,Montse,memo,Committee on Machine Computation,None,,
1,9,proposal_history,"Computation Center, history of proposals for 1955-1956",3,1_9_proposal_history_3,"Morse, Phillip M.",Assistantships and Associateships in Machine Computation,1956-02-16,8,9,Montse,memo,Committee on Machine Computation,None,copy of doc 2,
1,9,proposal_history,"Computation Center, history of proposals for 1955-1956",4,1_9_proposal_history_4,"Hurd, Cuthbert. C",Letter to Carl F. FLoe,1956-07-03,10,10,Montse,letter,"Floe, Carl. F","Morse, P. M; Hunter, G. T",,
1,9,proposal_history,"Computation Center, history of proposals for 1955-1956",5,1_9_proposal_history_5,"McCarthy, John",Letter to P. M. Morse,1956-07-23,11,11,Montse,letter,"Morse, Phillip",None,,
1,9,proposal_history,"Computation Center, history of proposals for 1955-1956",6,1_9_proposal_history_6,,,,,,,,,,,
1,10,architecture,Computation Center: architecture & space,1,1_10_architecture_1,"Verzuh, F. M.",Letter to C. M. F. Peterson,1957-04-04,1,1,elena,letter,"Peterson, C. M. F.","Floe, C. F.; Morse, Philip M.",,
1,10,architecture,Computation Center: architecture & space,2,1_10_architecture_2,"Verzuh, F. M.",Letter to W. Kavanaugh,1957-03-13,2,2,elena,letter,"Kavanaugh, William","Morse, Philip M.; Peterson, C. M. F.; Hunter, ",,
1,10,architecture,Computation Center: architecture & space,3,1_10_architecture_3,"Verzuh, F. M.",Letter to R. C. Collins,1957-03-13,3,3,elena,letter,"Collins, R. C.","Morse, Philip M.",,
1,10,architecture,Computation Center: architecture & space,4,1_10_architecture_4,"Labate, Samuel",Letter to F. C. Gans,1957-01-11,4,4,elena,letter,"Gans, Frederick C.","Peterson, C. M. F.; Morse, Philip M.",,
1,10,architecture,Computation Center: architecture & space,5,1_10_architecture_5,"Verzuh, F. M.",Letter to P. M. Morse,1956-11-16,5,5,elena,letter,"Morse, Philip M.",unknown,,
1,10,architecture,Computation Center: architecture & space,6,1_10_architecture_6,unknown,M.I.T. Computation Center First Floor,1956-11-12,6,6,elena,floor plan,unknown,unknown,,
1,10,architecture,Computation Center: architecture & space,7,1_10_architecture_7,"MacKinnon, J. C.; Peterson, C. M. F.",Letter to P. M. Morse,1956-08-10,7,7,elena,letter,"Morse, Philip M.","Cusick, P. V.; Kispert, M. G.; Verzuh, F. M.; Wells, W. D.",,
1,10,architecture,Computation Center: architecture & space,8,1_10_architecture_8,"Verzuh, F. M.",Letter to F. C. Gans,1956-10-16,8,8,elena,letter,"Gans, Frederick C.","Morse, Philip M.; Peterson, C. M. F.; Hunter, G. T.",,
1,10,architecture,Computation Center: architecture & space,9,1_10_architecture_9,"Verzuh, F. M.",Letter to J. Greenstadt,1956-10-02,9,9,elena,letter,"Greenstadt, John","Morse, Philip M.; Hunter, G. T.",,
1,10,architecture,Computation Center: architecture & space,10,1_10_architecture_10,"Verzuh, F. M.",Letter to J. Greenstadt,1956-10-02,10,10,elena,letter,"Greenstadt, John","Morse, Philip M.; Hunter, G. T.",Same as doc above,
1,10,architecture,Computation Center: architecture & space,11,1_10_architecture_11,"Verzuh, F. M.",Letter to W. Ware,1956-09-19,11,11,elena,letter,"Ware, Willis","Morse, Philip M.",,
1,10,architecture,Computation Center: architecture & space,12,1_10_architecture_12,"Verzuh, F. M.",Letter to W. J. Kelly,1956-09-18,12,12,elena,letter,"Kelly, W. J.","Morse, Philip M.; Hunter, G. T.",,
1,10,architecture,Computation Center: architecture & space,13,1_10_architecture_13,"Verzuh, F. M.",Letter to P. M. Morse,1956-07-30,13,13,elena,letter,"Morse, Philip M.",unknown,,
1,10,architecture,Computation Center: architecture & space,14,1_10_architecture_14,"Verzuh, F. M.",Trip Report on I.B.M. Corporation,1956-07-26,14,19,elena,report,unknown,unknown,,
1,10,architecture,Computation Center: architecture & space,15,1_10_architecture_15,"Hunter, G. T.",Letter to P. M. Morse,1956-04-27,20,21,elena,letter,"Morse, Philip M.","Verzuh, F. M.",,
1,10,architecture,Computation Center: architecture & space,16,1_10_architecture_16,"Verzuh, F. M.",Letter to G. T. Hunter,1956-04-05,22,22,elena,letter,"Hunter, G. T.","Morse, Philip M.",,
